ORG_CODE,District_Name,COUNTY,Grade,District_Total,Black,Asian,Hispanic,Multiracial,NativeAmerican,NativeHawaiianPacificIslander,White,Black%,Asian%,Hispanic%,Multiracial%,NativeAmerican%,NativeHawaiianPacificIslander%,White%
0673,Groton-Dunstable,Middlesex,Gr.5,197,2,18,3,4,0,1,169,1.02%,9.14%,1.52%,2.03%,0.00%,0.51%,85.79%
0673,Groton-Dunstable,Middlesex,Gr.6,171,3,12,5,4,0,0,147,1.75%,7.02%,2.92%,2.34%,0.00%,0.00%,85.96%
0673,Groton-Dunstable,Middlesex,Gr.7,184,5,10,5,5,0,0,159,2.72%,5.43%,2.72%,2.72%,0.00%,0.00%,86.41%
0673,Groton-Dunstable,Middlesex,Gr.8,203,2,9,2,3,1,1,185,0.99%,4.43%,0.99%,1.48%,0.49%,0.49%,91.13%
0673,Groton-Dunstable,Middlesex,Gr.9,168,1,11,5,3,1,1,146,0.60%,6.55%,2.98%,1.79%,0.60%,0.60%,86.90%
0673,Groton-Dunstable,Middlesex,Gr.10,178,1,19,5,4,0,0,149,0.56%,10.67%,2.81%,2.25%,0.00%,0.00%,83.71%
0673,Groton-Dunstable,Middlesex,Gr.11,192,2,15,3,1,0,0,171,1.04%,7.81%,1.56%,0.52%,0.00%,0.00%,89.06%
0673,Groton-Dunstable,Middlesex,Gr.12,183,1,11,1,0,0,1,169,0.55%,6.01%,0.55%,0.00%,0.00%,0.55%,92.35%
0673,Groton-Dunstable,Middlesex,SPED_Beyond_Grade_12,4,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0673,Groton-Dunstable,Middlesex,K,150,0,11,7,9,0,0,123,0.00%,7.33%,4.67%,6.00%,0.00%,0.00%,82.00%
0673,Groton-Dunstable,Middlesex,PK,58,1,8,2,2,0,0,45,1.72%,13.79%,3.45%,3.45%,0.00%,0.00%,77.59%
0674,Gill-Montague,Franklin,Gr.1,79,2,2,10,7,0,0,58,2.53%,2.53%,12.66%,8.86%,0.00%,0.00%,73.42%
0674,Gill-Montague,Franklin,Gr.2,79,1,0,12,2,0,0,64,1.27%,0.00%,15.19%,2.53%,0.00%,0.00%,81.01%
0674,Gill-Montague,Franklin,Gr.3,66,0,0,7,7,0,1,51,0.00%,0.00%,10.61%,10.61%,0.00%,1.52%,77.27%
0674,Gill-Montague,Franklin,Gr.4,75,0,0,8,5,0,0,62,0.00%,0.00%,10.67%,6.67%,0.00%,0.00%,82.67%
0674,Gill-Montague,Franklin,Gr.5,74,1,0,6,5,0,0,62,1.35%,0.00%,8.11%,6.76%,0.00%,0.00%,83.78%
0674,Gill-Montague,Franklin,Gr.6,87,0,0,11,6,0,1,69,0.00%,0.00%,12.64%,6.90%,0.00%,1.15%,79.31%
0674,Gill-Montague,Franklin,Gr.7,79,0,0,11,11,1,0,56,0.00%,0.00%,13.92%,13.92%,1.27%,0.00%,70.89%
0674,Gill-Montague,Franklin,Gr.8,85,1,0,7,7,0,0,70,1.18%,0.00%,8.24%,8.24%,0.00%,0.00%,82.35%
0674,Gill-Montague,Franklin,Gr.9,43,2,0,6,3,0,0,32,4.65%,0.00%,13.95%,6.98%,0.00%,0.00%,74.42%
0674,Gill-Montague,Franklin,Gr.10,42,0,0,9,0,1,0,32,0.00%,0.00%,21.43%,0.00%,2.38%,0.00%,76.19%
0674,Gill-Montague,Franklin,Gr.11,60,1,0,7,3,0,0,49,1.67%,0.00%,11.67%,5.00%,0.00%,0.00%,81.67%
0674,Gill-Montague,Franklin,Gr.12,49,1,1,2,2,0,0,43,2.04%,2.04%,4.08%,4.08%,0.00%,0.00%,87.76%
0674,Gill-Montague,Franklin,SPED_Beyond_Grade_12,4,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0674,Gill-Montague,Franklin,K,71,1,0,13,3,0,0,54,1.41%,0.00%,18.31%,4.23%,0.00%,0.00%,76.06%
0674,Gill-Montague,Franklin,PK,38,0,0,9,2,0,0,27,0.00%,0.00%,23.68%,5.26%,0.00%,0.00%,71.05%
0675,Hamilton-Wenham,Essex,Gr.1,136,2,7,6,2,0,0,119,1.47%,5.15%,4.41%,1.47%,0.00%,0.00%,87.50%
0675,Hamilton-Wenham,Essex,Gr.2,150,1,5,11,4,0,0,129,0.67%,3.33%,7.33%,2.67%,0.00%,0.00%,86.00%
0675,Hamilton-Wenham,Essex,Gr.3,129,0,3,6,4,0,0,116,0.00%,2.33%,4.65%,3.10%,0.00%,0.00%,89.92%
0675,Hamilton-Wenham,Essex,Gr.4,127,0,4,3,4,0,0,116,0.00%,3.15%,2.36%,3.15%,0.00%,0.00%,91.34%
0675,Hamilton-Wenham,Essex,Gr.5,141,0,3,8,3,0,3,124,0.00%,2.13%,5.67%,2.13%,0.00%,2.13%,87.94%
0675,Hamilton-Wenham,Essex,Gr.6,142,1,4,4,1,0,0,132,0.70%,2.82%,2.82%,0.70%,0.00%,0.00%,92.96%
0675,Hamilton-Wenham,Essex,Gr.7,139,1,3,4,5,0,0,126,0.72%,2.16%,2.88%,3.60%,0.00%,0.00%,90.65%
0675,Hamilton-Wenham,Essex,Gr.8,137,1,10,9,2,0,1,114,0.73%,7.30%,6.57%,1.46%,0.00%,0.73%,83.21%
0675,Hamilton-Wenham,Essex,Gr.9,134,1,6,5,4,0,0,118,0.75%,4.48%,3.73%,2.99%,0.00%,0.00%,88.06%
0675,Hamilton-Wenham,Essex,Gr.10,135,1,3,8,1,0,0,122,0.74%,2.22%,5.93%,0.74%,0.00%,0.00%,90.37%
0675,Hamilton-Wenham,Essex,Gr.11,143,2,5,6,7,0,0,123,1.40%,3.50%,4.20%,4.90%,0.00%,0.00%,86.01%
0675,Hamilton-Wenham,Essex,Gr.12,139,0,8,6,1,0,0,124,0.00%,5.76%,4.32%,0.72%,0.00%,0.00%,89.21%
0675,Hamilton-Wenham,Essex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0675,Hamilton-Wenham,Essex,K,145,0,5,7,4,0,0,129,0.00%,3.45%,4.83%,2.76%,0.00%,0.00%,88.97%
0675,Hamilton-Wenham,Essex,PK,39,1,1,3,0,0,0,34,2.56%,2.56%,7.69%,0.00%,0.00%,0.00%,87.18%
0680,Hampden-Wilbraham,Hampden,Gr.1,188,4,4,19,8,0,2,151,2.13%,2.13%,10.11%,4.26%,0.00%,1.06%,80.32%
0680,Hampden-Wilbraham,Hampden,Gr.2,199,6,3,16,4,0,0,170,3.02%,1.51%,8.04%,2.01%,0.00%,0.00%,85.43%
0680,Hampden-Wilbraham,Hampden,Gr.3,212,7,6,12,7,0,0,180,3.30%,2.83%,5.66%,3.30%,0.00%,0.00%,84.91%
0680,Hampden-Wilbraham,Hampden,Gr.4,202,3,3,24,10,1,0,161,1.49%,1.49%,11.88%,4.95%,0.50%,0.00%,79.70%
0680,Hampden-Wilbraham,Hampden,Gr.5,202,3,5,16,10,0,0,168,1.49%,2.48%,7.92%,4.95%,0.00%,0.00%,83.17%
0680,Hampden-Wilbraham,Hampden,Gr.6,228,8,2,23,9,0,0,186,3.51%,0.88%,10.09%,3.95%,0.00%,0.00%,81.58%
0680,Hampden-Wilbraham,Hampden,Gr.7,213,6,7,18,5,0,0,177,2.82%,3.29%,8.45%,2.35%,0.00%,0.00%,83.10%
0680,Hampden-Wilbraham,Hampden,Gr.8,225,6,4,15,10,0,0,190,2.67%,1.78%,6.67%,4.44%,0.00%,0.00%,84.44%
0680,Hampden-Wilbraham,Hampden,Gr.9,258,8,9,22,5,2,0,212,3.10%,3.49%,8.53%,1.94%,0.78%,0.00%,82.17%
0680,Hampden-Wilbraham,Hampden,Gr.10,283,9,10,23,7,2,0,232,3.18%,3.53%,8.13%,2.47%,0.71%,0.00%,81.98%
0680,Hampden-Wilbraham,Hampden,Gr.11,247,8,9,12,11,1,0,206,3.24%,3.64%,4.86%,4.45%,0.40%,0.00%,83.40%
0680,Hampden-Wilbraham,Hampden,Gr.12,261,6,16,14,8,0,0,217,2.30%,6.13%,5.36%,3.07%,0.00%,0.00%,83.14%
0680,Hampden-Wilbraham,Hampden,SPED_Beyond_Grade_12,4,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0680,Hampden-Wilbraham,Hampden,K,195,4,3,12,8,1,0,167,2.05%,1.54%,6.15%,4.10%,0.51%,0.00%,85.64%
0680,Hampden-Wilbraham,Hampden,PK,88,2,2,7,3,0,0,74,2.27%,2.27%,7.95%,3.41%,0.00%,0.00%,84.09%
0683,Hampshire,Hampshire,Gr.1,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0683,Hampshire,Hampshire,Gr.2,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0683,Hampshire,Hampshire,Gr.3,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0683,Hampshire,Hampshire,Gr.4,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0683,Hampshire,Hampshire,Gr.5,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0683,Hampshire,Hampshire,Gr.6,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0683,Hampshire,Hampshire,Gr.7,121,1,1,11,3,0,0,105,0.83%,0.83%,9.09%,2.48%,0.00%,0.00%,86.78%
0683,Hampshire,Hampshire,Gr.8,142,0,1,3,4,0,0,134,0.00%,0.70%,2.11%,2.82%,0.00%,0.00%,94.37%
0683,Hampshire,Hampshire,Gr.9,104,0,1,6,2,0,0,95,0.00%,0.96%,5.77%,1.92%,0.00%,0.00%,91.35%
0683,Hampshire,Hampshire,Gr.10,137,0,2,6,7,0,0,122,0.00%,1.46%,4.38%,5.11%,0.00%,0.00%,89.05%
0683,Hampshire,Hampshire,Gr.11,105,1,1,2,1,0,0,100,0.95%,0.95%,1.90%,0.95%,0.00%,0.00%,95.24%
0683,Hampshire,Hampshire,Gr.12,119,0,1,3,4,0,0,111,0.00%,0.84%,2.52%,3.36%,0.00%,0.00%,93.28%
0683,Hampshire,Hampshire,SPED_Beyond_Grade_12,6,0,0,1,0,0,0,5,0.00%,0.00%,16.67%,0.00%,0.00%,0.00%,83.33%
0683,Hampshire,Hampshire,K,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0683,Hampshire,Hampshire,PK,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0685,Hawlemont,Franklin,Gr.1,15,0,0,0,1,1,0,13,0.00%,0.00%,0.00%,6.67%,6.67%,0.00%,86.67%
0685,Hawlemont,Franklin,Gr.2,17,0,0,3,1,0,0,13,0.00%,0.00%,17.65%,5.88%,0.00%,0.00%,76.47%
0685,Hawlemont,Franklin,Gr.3,28,0,0,3,0,0,0,25,0.00%,0.00%,10.71%,0.00%,0.00%,0.00%,89.29%
0685,Hawlemont,Franklin,Gr.4,18,0,0,1,0,0,0,17,0.00%,0.00%,5.56%,0.00%,0.00%,0.00%,94.44%
0685,Hawlemont,Franklin,Gr.5,18,0,0,1,1,0,0,16,0.00%,0.00%,5.56%,5.56%,0.00%,0.00%,88.89%
0685,Hawlemont,Franklin,Gr.6,8,0,0,0,1,0,0,7,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,87.50%
0685,Hawlemont,Franklin,Gr.7,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0685,Hawlemont,Franklin,Gr.8,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0685,Hawlemont,Franklin,Gr.9,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0685,Hawlemont,Franklin,Gr.10,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0685,Hawlemont,Franklin,Gr.11,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0685,Hawlemont,Franklin,Gr.12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0685,Hawlemont,Franklin,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0685,Hawlemont,Franklin,K,16,0,0,2,0,0,0,14,0.00%,0.00%,12.50%,0.00%,0.00%,0.00%,87.50%
0685,Hawlemont,Franklin,PK,23,0,0,0,1,0,0,22,0.00%,0.00%,0.00%,4.35%,0.00%,0.00%,95.65%
0690,King Philip,Norfolk,Gr.1,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0690,King Philip,Norfolk,Gr.2,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0690,King Philip,Norfolk,Gr.3,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0690,King Philip,Norfolk,Gr.4,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0690,King Philip,Norfolk,Gr.5,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0690,King Philip,Norfolk,Gr.6,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0690,King Philip,Norfolk,Gr.7,352,6,11,15,13,1,0,306,1.70%,3.13%,4.26%,3.69%,0.28%,0.00%,86.93%
0690,King Philip,Norfolk,Gr.8,383,7,15,17,1,1,0,342,1.83%,3.92%,4.44%,0.26%,0.26%,0.00%,89.30%
0690,King Philip,Norfolk,Gr.9,270,8,7,10,12,0,0,233,2.96%,2.59%,3.70%,4.44%,0.00%,0.00%,86.30%
0690,King Philip,Norfolk,Gr.10,329,6,9,9,3,1,0,301,1.82%,2.74%,2.74%,0.91%,0.30%,0.00%,91.49%
0690,King Philip,Norfolk,Gr.11,314,9,8,8,6,0,0,283,2.87%,2.55%,2.55%,1.91%,0.00%,0.00%,90.13%
0690,King Philip,Norfolk,Gr.12,325,3,7,5,12,0,1,297,0.92%,2.15%,1.54%,3.69%,0.00%,0.31%,91.38%
0690,King Philip,Norfolk,SPED_Beyond_Grade_12,6,0,0,0,0,0,0,6,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
0690,King Philip,Norfolk,K,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0690,King Philip,Norfolk,PK,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0695,Lincoln-Sudbury,Middlesex,Gr.1,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0695,Lincoln-Sudbury,Middlesex,Gr.2,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0695,Lincoln-Sudbury,Middlesex,Gr.3,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0695,Lincoln-Sudbury,Middlesex,Gr.4,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0695,Lincoln-Sudbury,Middlesex,Gr.5,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0695,Lincoln-Sudbury,Middlesex,Gr.6,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0695,Lincoln-Sudbury,Middlesex,Gr.7,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0695,Lincoln-Sudbury,Middlesex,Gr.8,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0695,Lincoln-Sudbury,Middlesex,Gr.9,353,18,4,15,50,0,0,266,5.10%,1.13%,4.25%,14.16%,0.00%,0.00%,75.35%
0695,Lincoln-Sudbury,Middlesex,Gr.10,411,29,26,21,18,0,0,317,7.06%,6.33%,5.11%,4.38%,0.00%,0.00%,77.13%
0695,Lincoln-Sudbury,Middlesex,Gr.11,389,15,28,21,7,0,0,318,3.86%,7.20%,5.40%,1.80%,0.00%,0.00%,81.75%
0695,Lincoln-Sudbury,Middlesex,Gr.12,352,15,20,15,20,1,0,281,4.26%,5.68%,4.26%,5.68%,0.28%,0.00%,79.83%
0695,Lincoln-Sudbury,Middlesex,SPED_Beyond_Grade_12,7,0,0,1,0,0,0,6,0.00%,0.00%,14.29%,0.00%,0.00%,0.00%,85.71%
0695,Lincoln-Sudbury,Middlesex,K,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0695,Lincoln-Sudbury,Middlesex,PK,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0698,Manchester Essex Regional,Essex,Gr.1,75,0,0,1,2,0,0,72,0.00%,0.00%,1.33%,2.67%,0.00%,0.00%,96.00%
0698,Manchester Essex Regional,Essex,Gr.2,86,3,0,3,0,0,0,80,3.49%,0.00%,3.49%,0.00%,0.00%,0.00%,93.02%
0698,Manchester Essex Regional,Essex,Gr.3,91,1,0,1,0,0,0,89,1.10%,0.00%,1.10%,0.00%,0.00%,0.00%,97.80%
0698,Manchester Essex Regional,Essex,Gr.4,80,1,0,1,1,0,0,77,1.25%,0.00%,1.25%,1.25%,0.00%,0.00%,96.25%
0698,Manchester Essex Regional,Essex,Gr.5,103,1,0,2,0,0,0,100,0.97%,0.00%,1.94%,0.00%,0.00%,0.00%,97.09%
0698,Manchester Essex Regional,Essex,Gr.6,118,0,0,1,0,0,0,117,0.00%,0.00%,0.85%,0.00%,0.00%,0.00%,99.15%
0698,Manchester Essex Regional,Essex,Gr.7,128,0,2,0,2,0,0,124,0.00%,1.56%,0.00%,1.56%,0.00%,0.00%,96.88%
0698,Manchester Essex Regional,Essex,Gr.8,111,0,1,2,2,0,0,106,0.00%,0.90%,1.80%,1.80%,0.00%,0.00%,95.50%
0698,Manchester Essex Regional,Essex,Gr.9,125,0,3,0,2,0,0,120,0.00%,2.40%,0.00%,1.60%,0.00%,0.00%,96.00%
0698,Manchester Essex Regional,Essex,Gr.10,127,0,1,2,1,0,0,123,0.00%,0.79%,1.57%,0.79%,0.00%,0.00%,96.85%
0698,Manchester Essex Regional,Essex,Gr.11,121,0,2,1,0,0,0,118,0.00%,1.65%,0.83%,0.00%,0.00%,0.00%,97.52%
0698,Manchester Essex Regional,Essex,Gr.12,110,0,1,4,0,0,0,105,0.00%,0.91%,3.64%,0.00%,0.00%,0.00%,95.45%
0698,Manchester Essex Regional,Essex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0698,Manchester Essex Regional,Essex,K,83,0,0,4,0,0,0,79,0.00%,0.00%,4.82%,0.00%,0.00%,0.00%,95.18%
0698,Manchester Essex Regional,Essex,PK,12,0,1,0,0,0,0,11,0.00%,8.33%,0.00%,0.00%,0.00%,0.00%,91.67%
0700,Martha's Vineyard,Dukes,Gr.1,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0700,Martha's Vineyard,Dukes,Gr.2,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0700,Martha's Vineyard,Dukes,Gr.3,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0700,Martha's Vineyard,Dukes,Gr.4,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0700,Martha's Vineyard,Dukes,Gr.5,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0700,Martha's Vineyard,Dukes,Gr.6,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0700,Martha's Vineyard,Dukes,Gr.7,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0700,Martha's Vineyard,Dukes,Gr.8,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0700,Martha's Vineyard,Dukes,Gr.9,180,7,3,36,12,1,0,121,3.89%,1.67%,20.00%,6.67%,0.56%,0.00%,67.22%
0700,Martha's Vineyard,Dukes,Gr.10,157,10,2,42,5,4,1,93,6.37%,1.27%,26.75%,3.18%,2.55%,0.64%,59.24%
0700,Martha's Vineyard,Dukes,Gr.11,171,8,3,31,5,5,1,118,4.68%,1.75%,18.13%,2.92%,2.92%,0.58%,69.01%
0700,Martha's Vineyard,Dukes,Gr.12,157,5,0,20,10,2,0,120,3.18%,0.00%,12.74%,6.37%,1.27%,0.00%,76.43%
0700,Martha's Vineyard,Dukes,SPED_Beyond_Grade_12,5,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0700,Martha's Vineyard,Dukes,K,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0700,Martha's Vineyard,Dukes,PK,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0705,Masconomet,Essex,Gr.1,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0705,Masconomet,Essex,Gr.2,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0705,Masconomet,Essex,Gr.3,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0705,Masconomet,Essex,Gr.4,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0705,Masconomet,Essex,Gr.5,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0705,Masconomet,Essex,Gr.6,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0705,Masconomet,Essex,Gr.7,265,2,5,4,0,0,0,254,0.75%,1.89%,1.51%,0.00%,0.00%,0.00%,95.85%
0705,Masconomet,Essex,Gr.8,312,0,12,10,6,0,0,284,0.00%,3.85%,3.21%,1.92%,0.00%,0.00%,91.03%
0705,Masconomet,Essex,Gr.9,287,1,8,7,7,0,0,264,0.35%,2.79%,2.44%,2.44%,0.00%,0.00%,91.99%
0705,Masconomet,Essex,Gr.10,292,2,13,11,6,0,1,259,0.68%,4.45%,3.77%,2.05%,0.00%,0.34%,88.70%
0705,Masconomet,Essex,Gr.11,283,1,17,5,7,1,1,251,0.35%,6.01%,1.77%,2.47%,0.35%,0.35%,88.69%
0705,Masconomet,Essex,Gr.12,282,0,9,7,4,0,0,262,0.00%,3.19%,2.48%,1.42%,0.00%,0.00%,92.91%
0705,Masconomet,Essex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0705,Masconomet,Essex,K,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0705,Masconomet,Essex,PK,0,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0710,Mendon-Upton,Worcester,Gr.1,159,0,4,9,3,0,0,143,0.00%,2.52%,5.66%,1.89%,0.00%,0.00%,89.94%
0710,Mendon-Upton,Worcester,Gr.2,168,1,5,8,6,0,0,148,0.60%,2.98%,4.76%,3.57%,0.00%,0.00%,88.10%
0710,Mendon-Upton,Worcester,Gr.3,154,0,4,7,4,0,0,139,0.00%,2.60%,4.55%,2.60%,0.00%,0.00%,90.26%
0710,Mendon-Upton,Worcester,Gr.4,159,1,2,3,2,0,0,151,0.63%,1.26%,1.89%,1.26%,0.00%,0.00%,94.97%
0710,Mendon-Upton,Worcester,Gr.5,160,1,3,7,2,0,0,147,0.63%,1.88%,4.38%,1.25%,0.00%,0.00%,91.88%
0710,Mendon-Upton,Worcester,Gr.6,193,0,6,11,5,0,0,171,0.00%,3.11%,5.70%,2.59%,0.00%,0.00%,88.60%
0710,Mendon-Upton,Worcester,Gr.7,205,0,6,11,7,0,0,181,0.00%,2.93%,5.37%,3.41%,0.00%,0.00%,88.29%
0710,Mendon-Upton,Worcester,Gr.8,203,1,4,13,12,0,0,173,0.49%,1.97%,6.40%,5.91%,0.00%,0.00%,85.22%
0710,Mendon-Upton,Worcester,Gr.9,151,1,5,7,4,0,0,134,0.66%,3.31%,4.64%,2.65%,0.00%,0.00%,88.74%
0710,Mendon-Upton,Worcester,Gr.10,174,2,3,9,1,0,0,159,1.15%,1.72%,5.17%,0.57%,0.00%,0.00%,91.38%
0710,Mendon-Upton,Worcester,Gr.11,159,2,0,7,6,2,0,142,1.26%,0.00%,4.40%,3.77%,1.26%,0.00%,89.31%
0710,Mendon-Upton,Worcester,Gr.12,154,3,6,5,5,0,0,135,1.95%,3.90%,3.25%,3.25%,0.00%,0.00%,87.66%
0710,Mendon-Upton,Worcester,SPED_Beyond_Grade_12,3,***,***,***,***,***,***,***,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0710,Mendon-Upton,Worcester,K,154,1,3,5,3,0,0,142,0.65%,1.95%,3.25%,1.95%,0.00%,0.00%,92.21%
0710,Mendon-Upton,Worcester,PK,56,1,2,0,2,0,0,51,1.79%,3.57%,0.00%,3.57%,0.00%,0.00%,91.07%
0712,Monomoy Regional School District,Barnstable,Gr.1,123,4,3,16,7,1,0,92,3.25%,2.44%,13.01%,5.69%,0.81%,0.00%,74.80%
0712,Monomoy Regional School District,Barnstable,Gr.2,147,7,2,12,12,1,0,113,4.76%,1.36%,8.16%,8.16%,0.68%,0.00%,76.87%
0712,Monomoy Regional School District,Barnstable,Gr.3,146,11,0,12,11,0,1,111,7.53%,0.00%,8.22%,7.53%,0.00%,0.68%,76.03%
0712,Monomoy Regional School District,Barnstable,Gr.4,149,10,5,10,8,1,0,115,6.71%,3.36%,6.71%,5.37%,0.67%,0.00%,77.18%
0712,Monomoy Regional School District,Barnstable,Gr.5,162,6,0,10,8,1,0,137,3.70%,0.00%,6.17%,4.94%,0.62%,0.00%,84.57%
0712,Monomoy Regional School District,Barnstable,Gr.6,136,8,2,9,13,2,0,102,5.88%,1.47%,6.62%,9.56%,1.47%,0.00%,75.00%
0712,Monomoy Regional School District,Barnstable,Gr.7,183,13,2,16,4,0,1,147,7.10%,1.09%,8.74%,2.19%,0.00%,0.55%,80.33%
0712,Monomoy Regional School District,Barnstable,Gr.8,133,14,1,12,7,0,1,98,10.53%,0.75%,9.02%,5.26%,0.00%,0.75%,73.68%
0712,Monomoy Regional School District,Barnstable,Gr.9,128,8,1,12,5,0,0,102,6.25%,0.78%,9.38%,3.91%,0.00%,0.00%,79.69%
0712,Monomoy Regional School District,Barnstable,Gr.10,131,5,4,12,7,2,1,100,3.82%,3.05%,9.16%,5.34%,1.53%,0.76%,76.34%
0712,Monomoy Regional School District,Barnstable,Gr.11,117,13,1,7,5,0,0,91,11.11%,0.85%,5.98%,4.27%,0.00%,0.00%,77.78%
0712,Monomoy Regional School District,Barnstable,Gr.12,124,9,3,3,4,2,0,103,7.26%,2.42%,2.42%,3.23%,1.61%,0.00%,83.06%
0712,Monomoy Regional School District,Barnstable,SPED_Beyond_Grade_12,6,2,0,0,0,0,0,4,33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,66.67%
0712,Monomoy Regional School District,Barnstable,K,122,7,1,14,9,0,0,91,5.74%,0.82%,11.48%,7.38%,0.00%,0.00%,74.59%
0712,Monomoy Regional School District,Barnstable,PK,69,5,4,5,5,0,0,50,7.25%,5.80%,7.25%,7.25%,0.00%,0.00%,72.46%
0715,Mount Greylock,Berkshire,Gr.1,83,1,0,3,2,0,0,77,1.20%,0.00%,3.61%,2.41%,0.00%,0.00%,92.77%
